,이름,리뷰 내용
6710,카페 아르무아,"
          치즈케이크만 보고 가본 카페인데, 인테리어도 너무 잘되어있고, 분위기도 너무 좋았어요. 음료 잔이 너무 작은거 말고는 모두 만족했습니다~!다음에 또 오고싶은 카페에요! 다음에 올때는 초코케이크를 먹으러 오려구요~
        "
6711,카페 아르무아,"
          인테리어 덕분인지저는 치즈케익도 맛있었어요인테리어는 건대 원탑!
        "
6712,카페 아르무아,"
          오로지 치즈케이크 비주얼 너무 귀여워서 방문했습니다.지도에 찍고 찾아갔는데 간판이 정말 없다시피해서 근처에서 헤맸어요.아이스 아메리카노와 치즈케이크를 주문했습니다.커피는 신미가 느껴지는 맛이었고 특별한 맛은 잘 모르겠습니다. 무난해요.치즈케이크는 겉엔 화이트초콜릿으로 코팅되어있고바닥에 빵 부분이 정말 적어요. 치즈 필링이 대부분이라 만족스러웠지만 초콜렛때문에 너무 달아서 벗겨 먹었어요. 또, 케이크 해동이 덜 되서 차갑고 좀 딱딱했습니다. 비주얼만 좋은 듯 했습니다.반정도는 남기고 왔어요.인스타감성, 인테리어 등 외관에 신경이 집중된 카페인듯합니다! 
        "
6713,카페 아르무아,"
          @ 치즈케익 (6,800)@ 밀크티 (6,000)인테리어랑 치즈케익 비주얼에 반해서 방문했어요.여러 후기사진에서 봤던대로 카페에 들어가기 전에 있는 방 한칸만한 공간이 정말 예뻤어요. 전시회처럼 토이스토리 인형, 마네킹, 거울들로 꾸며져 있어서 카메라를 저절로 꺼내게 됐어요!! 그리고 카페 입구가 특이하게 장롱문을 열고 들어가는 컨셉이라 신기했고 내부에 테이블들도 이쁘고 분위기도 좋았어요. 하지만 여기는 딱 입구 구경하고 분위기 즐기러 갈만한 카페에요. 밀크티랑 치즈케익 다 쏘쏘였습니다.... 치즈케익 겉에 초콜렛이 코팅되어 있어서 먹으면 먹을수록 달고 느끼해서 먹기 힘들었어요. 치즈케익 좋아하는데 남기고 온 거 처음이에요ㅠㅠ
        "
6714,카페 아르무아,"
          여기 요새 핫하다던데ㅎㅎㅎㅎ 나니아연대기처럼 옷장 문 열고 들어가는게 무지 새로움ㅋㅋㅋ 2, 3층 분위기가 훨씬 좋긴 한데 사람이 너무 많아서 엄청나게 시끌시끌 그래서 1층에 자리를 잡았는데 생각했던 거보다 아늑해서 좋았당 수박주스랑 당근사과주스 그리고 치즈케익을 시켰는데 모든 메뉴 매우 만족스러워따!!!! 사람이 많지 않은 골목에 위치해있어서 더 조음ㅋㅋㅋ
        "
6715,카페 아르무아,"
          저 귀여운 치즈케익을 꼭 먹고싶다생각햇는데오늘 드뎌 먹어봤네요. 그냥 모양만 이쁘겠거니 생각했는데 오 맛도 있었어요. 안에는 꾸덕하고 부드러운 치즈케익이고 노란색은 뭔지 모르겠는데 약간 화이트초콜릿맛도 나고 근데 딱 적당히 달달해서 치즈케익과 조화가 좋았어요.커피도 쓴맛이 별로 안나고 나름 괜찮았어요ㅋ2층에 앉았는데 만석이라서 좀 시끄럽고 정신이 없었던것이 약간 아쉽지만 재방문 의사는 있습니다.
        "
6716,카페 아르무아,"
          카페에 딱 들어가면 오잉???? 싶음ㅋㅋㅋㅋ 옷장이 하나 있는데 그걸 열고 들어가면 카페당!! 진짜 신기한 느낌ㅋㅋㅋㅋ 1, 2층이 있고 3층은 루프탑인데 분위기가 다 조금씩 다르당 운이 좋게도 루프탑에서 가장 편하고 좋은 자리를 차지해따 케익 가지수도 다양하고 음료도 뭔가 마셔보고 싶은게 많아서 좋았당 치즈케익은 생긴 것도 귀엽지만 위에 초콜릿으로 코팅되어 있어서 그런지 뭔가 더 마시따!! 브라우니는 엄청 초콜릿 같음 되게 헤비해서 다 남기고 온게 좀 아쉽ㅠㅠ 밀크티를 시켰는데 당도도 적절하고 맛있었음 여기 데리고 가고 싶은 사람들이 산더미당~~~
        "
6717,카페 아르무아,"
          인스타갬성이 넘치는 카페 아르무아. 찾기도 힘들다 건물벽에 종이로 써있어서 근처 헤매다가 겨우 발견해서 들어감 계단을 올라가면 방이 하나 나오는데 카페 문이 어딨나 했더니 옷장이었다!! 옷장을 열면 카페가 똬단 카페는 1,2층에 루프탑까지 총 세개의 층으로 되어있고 2층이 가장 자리가 많다 주문은 카페1층에서 할 수 있는데 가장 유명한듯한 치즈케이크와 아메리카노 주문.아메리카노는 약간의 산미가 있고 그래서인지 부드러운 치즈케익과 굉장히 잘어울렸다 생긴것부터 아주 귀여운 치즈케이크는 생각보다 맛있어서 만족! 모양만 좋고 맛은 별로일수도 있겠다고 각오하고 먹었는데 웬열 크게 느끼하지도않고 오히려 좀 달콤하니 맛있었다 겉의 코팅?도 꽤 달콤한 듯. 치즈맛 자체는 진한데 달콤함이 느끼함을 오히려 잡아주는 듯 했다 케이크 자체의 조화도 좋고 아메리카노와의 궁합도 좋아서 굿굿전체적으로 인스타감성이 충만한 곳이라 다들 사진으로 바빠보였다 사람도 꽤 많아서 되게 시끌시끌한 편. 우리가 나갈때쯤엔 너무 시끄러워서 도망치듯 나오기도 했다 컨셉은 좋은데 재방문은 안 할 듯.아메리카노 (₩4,500)생긴것도 치즈케이크 (₩6,800).맛 @@@@가성비 @@@총점 @@@*
        "
6718,카페 아르무아,"
          나니아 연대기 동화책처럼 옷장 문을 열고 들어가면 앤틱한 분위기의 카페가 나타난다. 만화에서 나올 법한 치즈케이크도 있다. 장난감 같은 모양새지만 의외로 맛있음 (겉 코팅은 빼고..화이트초콜릿 같은데 개인적으로는 불호). 음료중에는 본 사진에는 없지만 따뜻한 레몬티를 추천! 정말 맛있었다. 밀크티도 무난하게 맛있다. 사실 맛보다도 컨셉이 괜찮은 카페인듯 하다. 평일 오후에 느긋하게 티타임 하기 좋아보이는 카페지만 대학가 특성 상 평일주말 모두 사람이 많은 것은 어쩔 수 없는 듯. 
        "
6719,카페 아르무아,"
          비엔나 라떼는 맛있었어요. 그치만 특별하진 않고, 크림이 너무 많아서 먹기 불편한..?ㅎ 급조성해 놓은듯한 분위기와 컵 디자인이 아쉬웠어요. 생각보다 시끄러운 카페였습니다. 
        "
6720,카페 아르무아,"
          건대에서 요즘 제일 핫한 카페! 친구가 갔다왔다고 보여준 입구가 너무 인상깊어서 가게 되었다ㅎㅎ 옷장 문을 열고 들어간다는 특이한 컨셉!평일 저녁엔 자리가 있어서 바로 앉을 수 있었다. 루프탑도 예쁘게 꾸며져있고 영화를 틀어줘서 다음엔 루프탑에 앉기로!!!이 날은 음료만 먹었는데, 한 번 더 갔을 때는 티라미스와 치즈케익도 먹었다. 치즈케익이 의외로 엄청 맛있었던! 티라미스는 비추비추.음료 또한 인상깊은 맛은 아니었다. 하지만 예쁘고 치즈케익이 먹고싶을 때 갈 것이다. 건대 놀러온 친구 데려가면 다 좋아함ㅎㅎ
        "
6721,카페 아르무아,"
          넘나 예쁜 카페. 음료맛은쏘쏘
        "
6722,카페 아르무아,"
                              합정/망원
                              -
                              카페 / 디저트
                            "
6723,카페 아르무아,"
                              수원시
                              -
                              베이커리
                            "
6724,카페 아르무아,"
                              왕십리/성동
                              -
                              카페 / 디저트
                            "
6725,카페 아르무아,"
                              용산/숙대
                              -
                              브런치 / 버거 / 샌드위치
                            "
6726,카페 아르무아,"""건대 앞 인기 맛집만 골라 모았다!"""
6727,카페 아르무아,"""요즘 딱 방문하기 좋은 이곳!"""
6728,카페 아르무아,"""입 안 가득 진한 치즈의 풍미!"""
6729,카페 아르무아,"""D-1 밸런타인데이가 기다려지는 이유"""
6730,카페 아르무아,"
루프탑
                    
초콜릿디저트
                    
"
6731,카페 아르무아,대한민국 먹슐랭 가이드!
6732,카페 아르무아,망고플레이트 앱 바로가기
6733,카페 아르무아,"

"
6734,카페 아르무아,망고플레이트 최신 버전 앱에서사용할 수 있는 기능입니다.
6735,카페 아르무아,"
      망고플레이트 최신 버전 앱에서 사용할 수 있는 기능입니다.
    "
6736,카페 아르무아,
6737,카페 아르무아,리뷰를 삭제하시겠습니까?
6738,카페 아르무아,"Eat, Share, Be Happy."
6739,카페 아르무아,"

        망고플레이트 페이스북 계정으로 바로가기
      

        망고플레이트 인스타그램 계정으로 바로가기
      
"
6740,카페 아르무아,"

          한국어
        

          English
        

          简体中文
        
"
6741,카페 아르무아,"
          
          ㈜ 여기어때컴퍼니서울특별시 강남구 봉은사로 479, 479타워 11층대표이사: 정명훈사업자 등록번호: 742-86-00224 [사업자정보확인]통신판매업 신고번호: 2017-서울강남-01779고객센터: 02-565-5988
© 2021 MangoPlate Co., Ltd. All rights reserved.
"
6742,카페 아르무아,최근 검색어가 없습니다.
6743,카페 아르무아,"
          내가 둘러 본 식당이 이 곳에 순서대로 기록됩니다.
        "
6744,카페 아르무아,격하게 가고싶다..
6745,카페 아르무아,"
          식당의 ‘별’ 아이콘을 누르면 가고싶은 곳을 쉽게 저장할 수 있습니다.
        "
6746,카페 아르무아,탈퇴한 계정은 복구가 불가능합니다.탈퇴 하시겠습니까?
6747,카페 아르무아,
6748,카페 아르무아,"
        전체 동의
      "
6749,카페 아르무아,"
      망고플레이트 서비스 이용을 위해 다음의 약관에 동의해 주세요.
    "
6750,카페 아르무아,로그인
6751,카페 아르무아,"
       로그인 하면 가고싶은 식당을 저장할 수 있어요
      "
6752,카페 아르무아,"

페이스북으로 계속하기


카카오톡으로 계속하기


Apple로 계속하기

"
6753,카페 아르무아,"
Mangoplate

"
6754,카페 아르무아,
6755,카페 아르무아,"
            translation missing: ko.app_download_layer.description
          "
6756,카페 아르무아,* IOS 버전은 준비 중입니다.
6757,카페 아르무아,* Android 버전은 준비 중입니다.
6758,산골닭갈비,"
                    사진 더보기
                    
"
6759,산골닭갈비,"
                    사진 더보기
                    
"
6760,산골닭갈비,"
                    사진 더보기
                    
"
6761,산골닭갈비,"
                    사진 더보기
                    
"
6762,산골닭갈비,"
                    사진 더보기
                    
"
6763,산골닭갈비,
6764,산골닭갈비,가고싶다
6765,산골닭갈비,"
        할인된 가격으로인기 메뉴를맛볼 수 있는 기회!
      "
6766,산골닭갈비,"
                업데이트
                : 2017. 9. 19
              "
6767,산골닭갈비,"
          [ 강변에서 유명한 닭갈비집, 산골닭갈비 ] 20년을 한곳에서 자리 잡은 맛집이다. 세월의 흔적이 느껴지지만 이만큼 단골도 많고 동네 주민들도 많이 오는 것 같다. 오자마자 음료수를 주시고 빠르게 주문을 받아주셨다.  기본으로 나오는 샐러드나 반찬들은 셀프로 리필이 가능하다. 머스타드가 섞인 샐러드가 상큼하니 맛있어서 한번 더 가져와서 먹었다.•닭갈비 1인분 12000원 •우동사리 2천원 직원께서 통으로된 닭을 큼지막하게 잘라주시고 계속 구워주신다. 백종원선생님 닭갈비집 가다가 이렇게 뚜껑안덮고 철판에 굽는 닭갈비를 보니 왠지 정감가는 비주얼. 눌러붙기도 하지만 난 누른밥이나 탄것도 좋아해서 맘에 들었다.  역시 닭갈비는 다 구워지는데 생각보다 오래 걸린다. 20분 넘게 걸린듯하다. 그래도 기다린만큼 맛있었다. 큼지막한 닭고기 한입을 먹는데 너무 맛있어서 남자친구랑 서로 딱 쳐다봤다.  양념도 간이 잘 되어 있고 맵지 않고 살짝 매콤하고-맛집 인정이다. 닭갈비가 다 익고 우동사리 넣을 때 양념을 따로 넣던데, 이 양념이 우동사리에도 잘 배어서 더 맛났다. 배추도 맛있고 상추에 싸먹으면 딱이다. 배고파서 더 맛나게 느껴질 수도 있지만 맛있었다!•볶음밥 2천원 한국인은 볶음밥이 디저트~완전 싹싹 긁어 먹었다! ^,^배고파서 더 맛있다고 느껴졌을수도 있다. 뭐든 난 또 갈 예정이다!
        "
6768,산골닭갈비,"
          여기 왜 리뷰가 좋은걸까요..? 2호점 갔는데 제 입에는 정말 별로였어요. 닭갈비 2인분에 닭이 이렇게 적은 것도 처음봤고 대체로 탄맛만 전체적으로 양념이 겉도는 느낌이었습니다.
        "
6769,산골닭갈비,"
          여기 진짜 별로라 사진도 안찍었어요..일부러 찾아갔는데..그냥그렇습니다...
        "
6770,산골닭갈비,"
          강변역에 위치한 ""산골닭갈비"". 학창시절 mt 간답시고 소주 궤짝 양손에 들고 꾸역꾸역 지하철로 춘천가서 닭갈비 먹은 추억이 있는 분이라면, 그때 그 시절로 추억여행하게 해주는 곳. 좋다 : )'닭갈비'. + 우동사리. 닭갈비!하면 떠오르는 아주 전형적인 닭갈비. 커다랗고 둥그런 철판에 즉석에서 볶아주시는ㅋㅋ 양념도 다른 곳들이랑 크게 다를 게 없어요. 그게 더 이 집을 매력적으로 만들어주는 것 같다. 본인이 예전에 춘천에서 어떤 닭갈비 집을 갔든 그 집을 떠오르게 해줄 테니까요. 먹다먹다보니 진짜 다 먹어버렸고 볶음밥까지 볶아 먹게 되었다ㅋㅋ 분명 별로 특별할 거 없었는데ㅋㅋ 아 참고로 고구마는 맛있음ㅋㅋ 음료수 한 병을 서비스로 주시는 것도 대학 때의 향수를 불러일으켜 주었는데, 역시 닭갈비엔 미란다지!! 분위기는 보통. 생각보다 내부가 넓어서 신기했어요. 좌식도 있고 의자자리도 있고. 우리는 좌식으로. 주말 낮의 한산한 강변역이었는데 이 집은 유독 사람이 많은 걸 보면 동네 맛집인 것 같아요. (볶음밥 하트는 이모님이 해주시는 건 아니고 그냥 내가 한 것)
        "
6771,산골닭갈비,"
          식당분위기는 친근한 동네식당이구요.자리에 앉자마자 주문하지 않았는데 음료와 맥주 그리고 상추쌈이랑 닭갈비가 나와요.닭갈비는 인원수 만큼 알아서 나와요.이모분이나 사장님께서 중간중간에 볶아줘요.그리고  '먹어도 된다' 할때까지 먹으면 안돼요.밥볶을때도 마찬가지에요.밥볶음 시키실때 야채와 고기 어느정도 남았을때 시키세요.밥이랑 같이 볶아줘요.맛은 흔한맛인데 그럭저럭 먹을만해요.매운건 그다지 맵지 않아요.5단계중에 2단계정도?에요.그럼 맛있게 드세요~^----^!
"
6772,산골닭갈비,"
          먹을땐 평범한 맛인거 같은데 그 전후로 다른 체인 가보니 차이가 확 느껴졌음. 조미료 덜 써서 간이 상대적으로 약한데 건강한 맛임. 이상하게 한번씩 생각나는 곳.
        "
6773,산골닭갈비,"
          워낙 동네에 먹을곳이 없어서 맛있었어요.. 저에게 양이 적었다면 그것은 정말 적은것.. 다음번엔 닭추가를 해서 먹을거에욤
        "
6774,산골닭갈비,"
          뼈없는 닭갈비 +우동사리 평타 침!! 맛잇다고 추천받고 갔는데 스알짝 짜다ㅠ
        "
6775,산골닭갈비,"
          정말 오랜만에 먹는 닭갈비! 연예인들도 많이 왔다간 맛집인가봐요... +_+ 닭갈비2 + 우동사리 추가했는데 개인적으로는 우동사리는 그냥 그랬어용.. 뭔가 양념이 잘 스며들지 않는느낌 ㅜㅜ 조금 아쉽다! 그래도 전체적으로 양도 많고 고기도 신선해보이고 살짝 짜긴 하지만 쌈 싸먹으면 되니까 괜찮당
        "
6776,산골닭갈비,"
          대존맛♥ 옷에 냄새베는것 빼곤 다좋음
        "
6777,산골닭갈비,"
          원래는 닭갈비 잘 안먹는데여기는 맛있게 잘 먹음.부담없이 평타를 치는 맛가격도 착한편
        "
6778,산골닭갈비,"
          무난한 닭갈비 무난무난
        "
6779,산골닭갈비,"
          친구들 와서 니네 동네에서 뭐가 맛있냐하면 데려가는 곳. 가격은 쪼금 비싸지게 느껴지지만, 닭갈비가 맛있고 옆에서 츤츤거리면서 무심하게 구워주시는 직원분들도 재밌으심. 강추. 처음 가시는 분들에겐 닭갈비-라면(우동)-볶음밥 루트를 추천.
        "
6780,산골닭갈비,"
          역시 리뷰는 밀리면 안되나봐요. 잘 기억이 안나요.. 기억이 안나면 특별하지 않았던 것 같은.. 평타는 쳤던 것 같아요ㅎㅎ성의없는 리뷰 죄송합니당고기잡내가 없었던 것 같고 이모님들이 시크하게 비벼주시고 가요ㅋㅋ 이모님들이 먹으라 할 때까지 먹으면 안돼요ㅋㅋ 콜라랑 잘 어울리고 볶음밥이 맛있었어요. 이 근처에 먹을 데가 별로 없어서 그당시 저는 맛있게 먹었던 것 같은데 친구는 그냥 평범했대요ㅋㅋ
        "
6781,산골닭갈비,"
          나의 사랑 단골 닭갈비집.초등학교때부터 아빠 따라 다니던곳ㅎ3ㅎ나는 그냥 여기 닭갈비가 젤 맛있음!
        "
6782,산골닭갈비,"
숨겨진맛집
                    
야외테라스
                    
볶음밥
                    
닭갈비
                    
닭
                    
"
6783,산골닭갈비,대한민국 먹슐랭 가이드!
6784,산골닭갈비,망고플레이트 앱 바로가기
6785,산골닭갈비,"

"
6786,산골닭갈비,망고플레이트 최신 버전 앱에서사용할 수 있는 기능입니다.
6787,산골닭갈비,"
      망고플레이트 최신 버전 앱에서 사용할 수 있는 기능입니다.
    "
6788,산골닭갈비,
6789,산골닭갈비,리뷰를 삭제하시겠습니까?
6790,산골닭갈비,"Eat, Share, Be Happy."
6791,산골닭갈비,"

        망고플레이트 페이스북 계정으로 바로가기
      

        망고플레이트 인스타그램 계정으로 바로가기
      
"
6792,산골닭갈비,"

          한국어
        

          English
        

          简体中文
        
"
6793,산골닭갈비,"
          
          ㈜ 여기어때컴퍼니서울특별시 강남구 봉은사로 479, 479타워 11층대표이사: 정명훈사업자 등록번호: 742-86-00224 [사업자정보확인]통신판매업 신고번호: 2017-서울강남-01779고객센터: 02-565-5988
© 2021 MangoPlate Co., Ltd. All rights reserved.
"
6794,산골닭갈비,최근 검색어가 없습니다.
6795,산골닭갈비,"
          내가 둘러 본 식당이 이 곳에 순서대로 기록됩니다.
        "
6796,산골닭갈비,격하게 가고싶다..
6797,산골닭갈비,"
          식당의 ‘별’ 아이콘을 누르면 가고싶은 곳을 쉽게 저장할 수 있습니다.
        "
6798,산골닭갈비,탈퇴한 계정은 복구가 불가능합니다.탈퇴 하시겠습니까?
6799,산골닭갈비,
6800,산골닭갈비,"
        전체 동의
      "
6801,산골닭갈비,"
      망고플레이트 서비스 이용을 위해 다음의 약관에 동의해 주세요.
    "
6802,산골닭갈비,로그인
6803,산골닭갈비,"
       로그인 하면 가고싶은 식당을 저장할 수 있어요
      "
6804,산골닭갈비,"

페이스북으로 계속하기


카카오톡으로 계속하기


Apple로 계속하기

"
6805,산골닭갈비,"
Mangoplate

"
6806,산골닭갈비,
6807,산골닭갈비,"
            translation missing: ko.app_download_layer.description
          "
6808,산골닭갈비,* IOS 버전은 준비 중입니다.
6809,산골닭갈비,* Android 버전은 준비 중입니다.
6810,시드누아,"
                    사진 더보기
                    
"
6811,시드누아,"
                    사진 더보기
                    
"
6812,시드누아,"
                    사진 더보기
                    
"
6813,시드누아,"
                    사진 더보기
                    
"
6814,시드누아,"
                    사진 더보기
                    
"
6815,시드누아,중곡점
6816,시드누아,가고싶다
6817,시드누아,"
        할인된 가격으로인기 메뉴를맛볼 수 있는 기회!
      "
6818,시드누아,"
                업데이트
                : 2018. 7. 31
              "
6819,시드누아,"
          모임하기 좋은 베이커리카페공간이 널찍널찍해서 편했어요 붐비지도 않고 노트북으로 작업하시는 분들 쫌 있더라구요 테라스처럼 바깥으로 연결되는 곳도 있고 인테리어 예뻐요빵이 참 맛있어보였는데 빵이랑 음료 마시면서 오래 있기 좋은 카페같아요 앙버터프레첼(6,000)이랑 순수우유롤(7,000)이 맛나보이네요 다음에 빵 사러 와야겠어요 근데 빵 가격대는 꽤 비싼 편인듯 커피및 음료는 5천원정도로 가격 적당하고 맛도 무난했습니당
        "
6820,시드누아,"
          중곡동에 어울리지 않는 힙한 카페.동네 카페치고 가격이 조금 사악하지만 분위기와 맛은 괜춘해요.
        "
6821,시드누아,"
          흑임자라떼랑 얼그레이밀크티 시켜서 먹어봤습니다. 결론만 말하자면 재방문은 안할 거 같아요. 흑임자라떼는 샷이 들어가는데 커피맛은 괜찮았지만 흑임자 맛이 미세하게만 느껴져서 아쉬웠고 밀크티는 정말 밍밍했어요. 방문하실 분들은 다른 베버리지 말고 커피 드시는 거 추천합니다
        "
6822,시드누아,"
          * 한줄평 : 아이템과 공간의 조합사이버, 인터넷, 벤처라는 단어가 한창 광풍이던 밀레니엄 전후 시절에는 <아이템>만 어느 정도 괜찮으면 <공간>은 굳이 필요하지 않다라고 인식했던 시절이 있었다. 인간의 오감으로는 감각할 수 없는  인터넷 사이버 공간의 가능성이 무궁무진한데다가 매력적이기까지 하니 현실 공간의 중요성은 반감될수 밖에..지금은 당연하게 받아들이는 Take out 문화가 사회 전반적으로 널리 퍼진 것도 아마 그때즈음이 아닐까 싶다.이젠 다시 <공간>의 중요성이 부각되는 시대이다. 소품과 배치로 공간에 철학과 가치를 부여하는 시대이다. 아이를 자연관찰 프로그램에 보내고 아내와 잠시 시간을 보낼 곳을 찾다가 들어온 카페인데, 기대보다 훨씬 훌륭한 공간이다. 단차가 있는 스킵플로어 공간에 컬러감 있는 가구와 대형 사진 액자, 플랜트의 배치로 넓은 공간을 오밀조밀 채웠다.상호명인 Seednoir는 검은 씨앗이란 의미로 <커피>를 뜻하는 것 같은데, 원두에 자신이 있거나 직접 로스터링을 하지 않을까 추측된다.커피도 맛있었는데 빵도 꽤나 수준급이다. Best menu라는 <콩 페이스트리>를 함께 주문했는데 빵의 결과 사이사이 들어간 콩과 크랜베리 등의 식감이 꽤나 좋다. 
        "
6823,시드누아,"
          우선 카페에 들어서자마자 넓직한 창과 높은 천장을 보면 가슴이 뻥 뚫린다. 보통 인테리어가 잘 되어 있는 카페는 맛이 평타만 되어도 감사한데, 여기는 빵이랑 음료도 다 맛있다. 특히 얼그레이블랑은 밀크티 기준치가 높은 내 입맛에도 아주 맛있음! 추천 추천!!
        "
6824,시드누아,"
          호오라 수제단팥 앙버터라는 말에 냉큼 구매. 사실 오랜만에 와서 앙버터 빠지지않나..이생각했는데 다행히 많이 있어서 행복했다 ㅋㅋㅋㅋㅋ 역시나 맛있다.단팥이 너무 달지도 않고 그렇다고 퍽퍽한 저당앙금도 아닌 딱 중간 수준 당도를 가지고 있어 맛나게 냠냠
"
6825,시드누아,"
          골목길에 있어 찾기 힘들지만, 찾게 된다면 꼭 다시 방문하게 되는 카페당. 무엇보다 편안한 의자와 맛있는 빵들이 준비가 되어있다. 무엇보다 앙버터 크읍... 적절하게 소금이 양념되어있어 앙버터 먹을때 심심하지않다~ 또 와야지~~
        "
6826,시드누아,"
          의외로 앙버터 프레첼 노맛.. 파운드도 노맛... 이지만 초코크루아상이 대존맛! 바게트같은 것도 존맛
        "
6827,시드누아,"
          노원에서 젤 자주가는 카페인데 우연히 아차산 갔다가 가보았당...겉에서 볼땐 카페 있는지 모르게생겼는데 안에는 아늑하고 편했당 티라미슈도 괜찮았음!!
        "
6828,시드누아,"
          서울 중곡동에 위치한 카페. 노원역 근처의 본점에서 나온 분점 이라고 함. 주택가에 위치해있고 새로 지은 건물 지하에 있음. 멀리서 봐도 느낌 좋은 건물임. 일층은 로스팅 하는 공간으로 쓰고 있는것 같고 카페는 지하 전체를 차지함. 지하라곤 해도 양쪽 테라스를 통해 빛이 충분히 들어와서 그런지 지하 같지 않음. 베이커리를 같이 운영하여 빵도 있고 케익도 있음. 카페라떼와 앙버터브레드릉 주문함. 약간의 산미가 있지만 좀 더 고소한 스타일의 커피. 앙버터브레드는 팥과 버터와 빵의 소금이 삼박자로 잘 어울림. 팥이 살짝 더 달았으면 좋았을 듯함. 카페의 인테리어가 뭔가 휴식을 주는 느낌임. 입구의 나뭇가지부터 맘에듦. 두세시간 있다갈 수 있는 느낌. 사장님 감 있음.
        "
6829,시드누아,"
케이크
                    
"
6830,시드누아,대한민국 먹슐랭 가이드!
6831,시드누아,망고플레이트 앱 바로가기
6832,시드누아,"

"
6833,시드누아,망고플레이트 최신 버전 앱에서사용할 수 있는 기능입니다.
6834,시드누아,"
      망고플레이트 최신 버전 앱에서 사용할 수 있는 기능입니다.
    "
6835,시드누아,
6836,시드누아,리뷰를 삭제하시겠습니까?
6837,시드누아,"Eat, Share, Be Happy."
6838,시드누아,"

        망고플레이트 페이스북 계정으로 바로가기
      

        망고플레이트 인스타그램 계정으로 바로가기
      
"
6839,시드누아,"

          한국어
        

          English
        

          简体中文
        
"
6840,시드누아,"
          
          ㈜ 여기어때컴퍼니서울특별시 강남구 봉은사로 479, 479타워 11층대표이사: 정명훈사업자 등록번호: 742-86-00224 [사업자정보확인]통신판매업 신고번호: 2017-서울강남-01779고객센터: 02-565-5988
© 2021 MangoPlate Co., Ltd. All rights reserved.
"
6841,시드누아,최근 검색어가 없습니다.
6842,시드누아,"
          내가 둘러 본 식당이 이 곳에 순서대로 기록됩니다.
        "
6843,시드누아,격하게 가고싶다..
6844,시드누아,"
          식당의 ‘별’ 아이콘을 누르면 가고싶은 곳을 쉽게 저장할 수 있습니다.
        "
6845,시드누아,탈퇴한 계정은 복구가 불가능합니다.탈퇴 하시겠습니까?
6846,시드누아,
6847,시드누아,"
        전체 동의
      "
6848,시드누아,"
      망고플레이트 서비스 이용을 위해 다음의 약관에 동의해 주세요.
    "
6849,시드누아,로그인
6850,시드누아,"
       로그인 하면 가고싶은 식당을 저장할 수 있어요
      "
6851,시드누아,"

페이스북으로 계속하기


카카오톡으로 계속하기


Apple로 계속하기

"
6852,시드누아,"
Mangoplate

"
6853,시드누아,
6854,시드누아,"
            translation missing: ko.app_download_layer.description
          "
6855,시드누아,* IOS 버전은 준비 중입니다.
6856,시드누아,* Android 버전은 준비 중입니다.
6857,하이디라오,"
                    사진 더보기
                    
"
6858,하이디라오,"
                    사진 더보기
                    
"
6859,하이디라오,"
                    사진 더보기
                    
"
6860,하이디라오,"
                    사진 더보기
                    
"
6861,하이디라오,"
                    사진 더보기
                    
"
6862,하이디라오,건대지점
6863,하이디라오,가고싶다
6864,하이디라오,"
        할인된 가격으로인기 메뉴를맛볼 수 있는 기회!
      "
6865,하이디라오,"
                업데이트
                : 2021. 3. 26
              "
6866,하이디라오,"
          만족
        "
6867,하이디라오,"
           훠궈는 찾아서 먹는편은 아닌데 훠궈 도전해봤어요ㅋ.디너 기본세트메뉴 (1인 ￦31,900)1. 탕 선택: 토마토/삼선탕(사골육수) 베이스2. 고기 선택: 소고기 택3. 모듬선택: 야채모듬, 버섯모듬,당면모듬,하이디라오모듬 .소스바에서 먹고싶은 다양한 소스를 직접 제조 할수있어 재밌어요.직원들도 친절하고, 깔끔하고, 재료도 신선하고, 위생을 매우 신경쓰는것 같아 훠궈 좋아하는 분들에게 추천합니다!
        "
6868,하이디라오,"
          맛시다 최고입니다 
        "
6869,하이디라오,"
          맛있었지만... 가성비 안맞는 것 같다. 생각날때마다 가서 먹을 수 있는 가격은 절대 아니다. 서비스는 최상. 맛도 나름..
        "
6870,하이디라오,"
          맛있게 잘 먹었어요. 직원분들도 다들 친절하셔서 전반적으로 만족스러웠습니다.
        "
6871,하이디라오,"
          깨끗한 시설, 친절함, 훠궈도 맛있고 재료도 다양하다.금액 추가하면 소스바에서 소스를 만들어먹을수 있다. 테이블마다 아이패드로 주문하는 시스템 그러나 가격이 너무너무 비싸다 ㅠ 할인 적용할수 있는 통신사가 있지만 그거 치고도 많이 비싼편...!
        "
6872,하이디라오,"
          전 좋앗어요 맛있게 먹음
        "
